work_id,pre_sanction_risk,rule_risk_component_pre_sanction,statistical_anomaly_component_pre_sanction,ml_anomaly_component_pre_sanction,peer_anomaly_component_pre_sanction,data_quality_component_pre_sanction,in_progress_risk,rule_risk_component_in_progress,statistical_anomaly_component_in_progress,ml_anomaly_component_in_progress,peer_anomaly_component_in_progress,data_quality_component_in_progress,post_completion_risk,rule_risk_component_post_completion,statistical_anomaly_component_post_completion,ml_anomaly_component_post_completion,peer_anomaly_component_post_completion,data_quality_component_post_completion,risk_mode,overall_risk,risk_band,rule_risk_component,statistical_anomaly_component,ml_anomaly_component,peer_anomaly_component,data_quality_component
WS/MP18225/2024-2025/144354,10.476190476190476,0.0,0.0,,41.66666666666667,14.285714285714285,36.05,70.0,0.0,,45.24999999999999,25.0,49.18069784276559,80.0,0.0,14.971134963716676,64.17445482866044,42.857142857142854,POST_COMPLETION,49.18069784276559,MEDIUM,80.0,0.0,14.971134963716676,64.17445482866044,42.857142857142854
WS/MP18225/2024-2025/144355,18.365079365079367,0.0,0.0,,81.11111111111111,14.285714285714285,43.6,70.0,0.0,,83.0,25.0,54.31570086127175,80.0,0.0,17.11421859207302,83.0,42.857142857142854,POST_COMPLETION,54.31570086127175,HIGH,80.0,0.0,17.11421859207302,83.0,42.857142857142854
WS/MP18225/2024-2025/144356,18.365079365079367,0.0,0.0,,81.11111111111111,14.285714285714285,43.6,70.0,0.0,,83.0,25.0,54.31570086127175,80.0,0.0,17.11421859207302,83.0,42.857142857142854,POST_COMPLETION,54.31570086127175,HIGH,80.0,0.0,17.11421859207302,83.0,42.857142857142854
WS/MP18225/2024-2025/144357,18.365079365079367,0.0,0.0,,81.11111111111111,14.285714285714285,43.6,70.0,0.0,,83.0,25.0,54.31570086127175,80.0,0.0,17.11421859207302,83.0,42.857142857142854,POST_COMPLETION,54.31570086127175,HIGH,80.0,0.0,17.11421859207302,83.0,42.857142857142854
WS/MP18225/2024-2025/144358,18.365079365079367,0.0,0.0,,81.11111111111111,14.285714285714285,43.6,70.0,0.0,,83.0,25.0,54.31570086127175,80.0,0.0,17.11421859207302,83.0,42.857142857142854,POST_COMPLETION,54.31570086127175,HIGH,80.0,0.0,17.11421859207302,83.0,42.857142857142854
WS/MP18225/2024-2025/144359,18.365079365079367,0.0,0.0,,81.11111111111111,14.285714285714285,43.6,70.0,0.0,,83.0,25.0,54.31570086127175,80.0,0.0,17.11421859207302,83.0,42.857142857142854,POST_COMPLETION,54.31570086127175,HIGH,80.0,0.0,17.11421859207302,83.0,42.857142857142854
WS/MP18225/2024-2025/144360,3.491838661810333,0.0,0.0,,6.744907594765952,14.285714285714285,28.34898151895319,70.0,0.0,,6.744907594765952,25.0,49.119765792371176,80.0,0.0,14.666474711744575,64.17445482866044,42.857142857142854,POST_COMPLETION,49.119765792371176,MEDIUM,80.0,0.0,14.666474711744575,64.17445482866044,42.857142857142854
WS/MP18225/2024-2025/144361,18.365079365079367,0.0,0.0,,81.11111111111111,14.285714285714285,43.6,70.0,0.0,,83.0,25.0,54.74038421802971,80.0,0.0,19.237635375862826,83.0,42.857142857142854,POST_COMPLETION,54.74038421802971,HIGH,80.0,0.0,19.237635375862826,83.0,42.857142857142854
WS/MP18225/2024-2025/144365,10.476190476190476,0.0,0.0,,41.66666666666667,14.285714285714285,36.05,70.0,0.0,,45.24999999999999,25.0,43.841819713100904,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854,POST_COMPLETION,43.841819713100904,MEDIUM,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854
WS/MP18225/2024-2025/144366,10.476190476190476,0.0,0.0,,41.66666666666667,14.285714285714285,36.05,70.0,0.0,,45.24999999999999,25.0,49.18069784276559,80.0,0.0,14.971134963716676,64.17445482866044,42.857142857142854,POST_COMPLETION,49.18069784276559,MEDIUM,80.0,0.0,14.971134963716676,64.17445482866044,42.857142857142854
WS/MP18225/2024-2025/144367,10.476190476190476,0.0,0.0,,41.66666666666667,14.285714285714285,36.05,70.0,0.0,,45.24999999999999,25.0,49.18069784276559,80.0,0.0,14.971134963716676,64.17445482866044,42.857142857142854,POST_COMPLETION,49.18069784276559,MEDIUM,80.0,0.0,14.971134963716676,64.17445482866044,42.857142857142854
WS/MP18225/2024-2025/144368,10.476190476190476,0.0,0.0,,41.66666666666667,14.285714285714285,36.05,70.0,0.0,,45.24999999999999,25.0,43.841819713100904,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854,POST_COMPLETION,43.841819713100904,MEDIUM,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854
WS/MP18225/2024-2025/144369,10.476190476190476,0.0,0.0,,41.66666666666667,14.285714285714285,36.05,70.0,0.0,,45.24999999999999,25.0,43.841819713100904,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854,POST_COMPLETION,43.841819713100904,MEDIUM,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854
WS/MP18225/2024-2025/144370,10.476190476190476,0.0,0.0,,41.66666666666667,14.285714285714285,36.05,70.0,0.0,,45.24999999999999,25.0,43.841819713100904,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854,POST_COMPLETION,43.841819713100904,MEDIUM,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854
WS/MP18225/2024-2025/144371,10.476190476190476,0.0,0.0,,41.66666666666667,14.285714285714285,36.05,70.0,0.0,,45.24999999999999,25.0,43.841819713100904,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854,POST_COMPLETION,43.841819713100904,MEDIUM,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854
WS/MP18225/2024-2025/144372,10.476190476190476,0.0,0.0,,41.66666666666667,14.285714285714285,36.05,70.0,0.0,,45.24999999999999,25.0,43.841819713100904,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854,POST_COMPLETION,43.841819713100904,MEDIUM,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854
WS/MP18225/2024-2025/144373,10.476190476190476,0.0,0.0,,41.66666666666667,14.285714285714285,36.05,70.0,0.0,,45.24999999999999,25.0,43.841819713100904,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854,POST_COMPLETION,43.841819713100904,MEDIUM,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854
WS/MP18225/2024-2025/144374,10.476190476190476,0.0,0.0,,41.66666666666667,14.285714285714285,36.05,70.0,0.0,,45.24999999999999,25.0,43.841819713100904,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854,POST_COMPLETION,43.841819713100904,MEDIUM,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854
WS/MP18225/2024-2025/144375,10.476190476190476,0.0,0.0,,41.66666666666667,14.285714285714285,36.05,70.0,0.0,,45.24999999999999,25.0,43.841819713100904,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854,POST_COMPLETION,43.841819713100904,MEDIUM,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854
WS/MP18225/2024-2025/144376,10.476190476190476,0.0,0.0,,41.66666666666667,14.285714285714285,36.05,70.0,0.0,,45.24999999999999,25.0,43.841819713100904,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854,POST_COMPLETION,43.841819713100904,MEDIUM,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854
WS/MP18225/2024-2025/144377,10.476190476190476,0.0,0.0,,41.66666666666667,14.285714285714285,36.05,70.0,0.0,,45.24999999999999,25.0,43.841819713100904,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854,POST_COMPLETION,43.841819713100904,MEDIUM,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854
WS/MP18225/2024-2025/144378,10.476190476190476,0.0,0.0,,41.66666666666667,14.285714285714285,36.05,70.0,0.0,,45.24999999999999,25.0,43.841819713100904,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854,POST_COMPLETION,43.841819713100904,MEDIUM,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854
WS/MP18225/2024-2025/144379,10.476190476190476,0.0,0.0,,41.66666666666667,14.285714285714285,36.05,70.0,0.0,,45.24999999999999,25.0,43.841819713100904,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854,POST_COMPLETION,43.841819713100904,MEDIUM,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854
WS/MP18225/2024-2025/144380,3.491838661810333,0.0,0.0,,6.744907594765952,14.285714285714285,28.34898151895319,70.0,0.0,,6.744907594765952,25.0,49.119765792371176,80.0,0.0,14.666474711744575,64.17445482866044,42.857142857142854,POST_COMPLETION,49.119765792371176,MEDIUM,80.0,0.0,14.666474711744575,64.17445482866044,42.857142857142854
WS/MP18225/2024-2025/144381,3.491838661810333,0.0,0.0,,6.744907594765952,14.285714285714285,28.34898151895319,70.0,0.0,,6.744907594765952,25.0,49.119765792371176,80.0,0.0,14.666474711744575,64.17445482866044,42.857142857142854,POST_COMPLETION,49.119765792371176,MEDIUM,80.0,0.0,14.666474711744575,64.17445482866044,42.857142857142854
WS/MP18225/2024-2025/144382,3.491838661810333,0.0,0.0,,6.744907594765952,14.285714285714285,28.34898151895319,70.0,0.0,,6.744907594765952,25.0,49.119765792371176,80.0,0.0,14.666474711744575,64.17445482866044,42.857142857142854,POST_COMPLETION,49.119765792371176,MEDIUM,80.0,0.0,14.666474711744575,64.17445482866044,42.857142857142854
WS/MP18225/2024-2025/144383,3.491838661810333,0.0,0.0,,6.744907594765952,14.285714285714285,28.34898151895319,70.0,0.0,,6.744907594765952,25.0,49.119765792371176,80.0,0.0,14.666474711744575,64.17445482866044,42.857142857142854,POST_COMPLETION,49.119765792371176,MEDIUM,80.0,0.0,14.666474711744575,64.17445482866044,42.857142857142854
WS/MP18225/2024-2025/144384,3.491838661810333,0.0,0.0,,6.744907594765952,14.285714285714285,28.34898151895319,70.0,0.0,,6.744907594765952,25.0,49.119765792371176,80.0,0.0,14.666474711744575,64.17445482866044,42.857142857142854,POST_COMPLETION,49.119765792371176,MEDIUM,80.0,0.0,14.666474711744575,64.17445482866044,42.857142857142854
WS/MP18225/2024-2025/144385,3.491838661810333,0.0,0.0,,6.744907594765952,14.285714285714285,28.34898151895319,70.0,0.0,,6.744907594765952,25.0,49.119765792371176,80.0,0.0,14.666474711744575,64.17445482866044,42.857142857142854,POST_COMPLETION,49.119765792371176,MEDIUM,80.0,0.0,14.666474711744575,64.17445482866044,42.857142857142854
WS/MP18225/2024-2025/144386,10.476190476190476,0.0,0.0,,41.66666666666667,14.285714285714285,36.05,70.0,0.0,,45.24999999999999,25.0,43.841819713100904,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854,POST_COMPLETION,43.841819713100904,MEDIUM,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854
WS/MP18225/2024-2025/144387,10.476190476190476,0.0,0.0,,41.66666666666667,14.285714285714285,36.05,70.0,0.0,,45.24999999999999,25.0,49.18069784276559,80.0,0.0,14.971134963716676,64.17445482866044,42.857142857142854,POST_COMPLETION,49.18069784276559,MEDIUM,80.0,0.0,14.971134963716676,64.17445482866044,42.857142857142854
WS/MP18225/2024-2025/144388,10.476190476190476,0.0,0.0,,41.66666666666667,14.285714285714285,36.05,70.0,0.0,,45.24999999999999,25.0,49.18069784276559,80.0,0.0,14.971134963716676,64.17445482866044,42.857142857142854,POST_COMPLETION,49.18069784276559,MEDIUM,80.0,0.0,14.971134963716676,64.17445482866044,42.857142857142854
WS/MP18225/2024-2025/144389,10.476190476190476,0.0,0.0,,41.66666666666667,14.285714285714285,36.05,70.0,0.0,,45.24999999999999,25.0,43.841819713100904,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854,POST_COMPLETION,43.841819713100904,MEDIUM,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854
WS/MP18225/2024-2025/144390,10.476190476190476,0.0,0.0,,41.66666666666667,14.285714285714285,36.05,70.0,0.0,,45.24999999999999,25.0,49.18069784276559,80.0,0.0,14.971134963716676,64.17445482866044,42.857142857142854,POST_COMPLETION,49.18069784276559,MEDIUM,80.0,0.0,14.971134963716676,64.17445482866044,42.857142857142854
WS/MP18225/2024-2025/144391,10.476190476190476,0.0,0.0,,41.66666666666667,14.285714285714285,36.05,70.0,0.0,,45.24999999999999,25.0,43.841819713100904,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854,POST_COMPLETION,43.841819713100904,MEDIUM,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854
WS/MP18225/2024-2025/144392,10.476190476190476,0.0,0.0,,41.66666666666667,14.285714285714285,36.05,70.0,0.0,,45.24999999999999,25.0,43.841819713100904,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854,POST_COMPLETION,43.841819713100904,MEDIUM,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854
WS/MP18225/2024-2025/144393,10.476190476190476,0.0,0.0,,41.66666666666667,14.285714285714285,36.05,70.0,0.0,,45.24999999999999,25.0,43.841819713100904,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854,POST_COMPLETION,43.841819713100904,MEDIUM,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854
WS/MP18225/2024-2025/144536,10.476190476190476,0.0,0.0,,41.66666666666667,14.285714285714285,36.05,70.0,0.0,,45.24999999999999,25.0,49.18069784276559,80.0,0.0,14.971134963716676,64.17445482866044,42.857142857142854,POST_COMPLETION,49.18069784276559,MEDIUM,80.0,0.0,14.971134963716676,64.17445482866044,42.857142857142854
WS/MP18225/2024-2025/144537,10.476190476190476,0.0,0.0,,41.66666666666667,14.285714285714285,36.05,70.0,0.0,,45.24999999999999,25.0,43.841819713100904,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854,POST_COMPLETION,43.841819713100904,MEDIUM,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854
WS/MP18225/2024-2025/144538,10.476190476190476,0.0,0.0,,41.66666666666667,14.285714285714285,36.05,70.0,0.0,,45.24999999999999,25.0,43.841819713100904,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854,POST_COMPLETION,43.841819713100904,MEDIUM,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854
WS/MP18225/2024-2025/144539,10.476190476190476,0.0,0.0,,41.66666666666667,14.285714285714285,36.05,70.0,0.0,,45.24999999999999,25.0,43.841819713100904,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854,POST_COMPLETION,43.841819713100904,MEDIUM,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854
WS/MP18225/2024-2025/144540,10.476190476190476,0.0,0.0,,41.66666666666667,14.285714285714285,36.05,70.0,0.0,,45.24999999999999,25.0,43.841819713100904,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854,POST_COMPLETION,43.841819713100904,MEDIUM,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854
WS/MP18225/2024-2025/144541,10.476190476190476,0.0,0.0,,41.66666666666667,14.285714285714285,36.05,70.0,0.0,,45.24999999999999,25.0,43.841819713100904,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854,POST_COMPLETION,43.841819713100904,MEDIUM,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854
WS/MP18225/2024-2025/144542,10.476190476190476,0.0,0.0,,41.66666666666667,14.285714285714285,36.05,70.0,0.0,,45.24999999999999,25.0,43.841819713100904,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854,POST_COMPLETION,43.841819713100904,MEDIUM,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854
WS/MP18225/2024-2025/144543,10.476190476190476,0.0,0.0,,41.66666666666667,14.285714285714285,36.05,70.0,0.0,,45.24999999999999,25.0,49.18069784276559,80.0,0.0,14.971134963716676,64.17445482866044,42.857142857142854,POST_COMPLETION,49.18069784276559,MEDIUM,80.0,0.0,14.971134963716676,64.17445482866044,42.857142857142854
WS/MP18225/2024-2025/144544,10.476190476190476,0.0,0.0,,41.66666666666667,14.285714285714285,36.05,70.0,0.0,,45.24999999999999,25.0,49.18069784276559,80.0,0.0,14.971134963716676,64.17445482866044,42.857142857142854,POST_COMPLETION,49.18069784276559,MEDIUM,80.0,0.0,14.971134963716676,64.17445482866044,42.857142857142854
WS/MP18225/2024-2025/144545,10.476190476190476,0.0,0.0,,41.66666666666667,14.285714285714285,36.05,70.0,0.0,,45.24999999999999,25.0,43.841819713100904,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854,POST_COMPLETION,43.841819713100904,MEDIUM,80.0,0.0,11.93231285121879,45.24999999999999,42.857142857142854
WS/MP18225/2024-2025/144546,2.5873015873015857,0.0,0.0,,2.2222222222222143,14.285714285714285,29.69796303790638,70.0,0.0,,13.489815189531903,25.0,63.02430642191782,100.0,0.0,15.310673186580631,91.27725856697819,42.857142857142854,POST_COMPLETION,63.02430642191782,HIGH,100.0,0.0,15.310673186580631,91.27725856697819,42.857142857142854
WS/MP18225/2024-2025/144547,2.5873015873015857,0.0,0.0,,2.2222222222222143,14.285714285714285,29.69796303790638,70.0,0.0,,13.489815189531903,25.0,63.02430642191782,100.0,0.0,15.310673186580631,91.27725856697819,42.857142857142854,POST_COMPLETION,63.02430642191782,HIGH,100.0,0.0,15.310673186580631,91.27725856697819,42.857142857142854
WS/MP18225/2024-2025/144548,2.5873015873015857,0.0,0.0,,2.2222222222222143,14.285714285714285,29.69796303790638,70.0,0.0,,13.489815189531903,25.0,63.02430642191782,100.0,0.0,15.310673186580631,91.27725856697819,42.857142857142854,POST_COMPLETION,63.02430642191782,HIGH,100.0,0.0,15.310673186580631,91.27725856697819,42.857142857142854
WS/MP18225/2024-2025/144549,2.5873015873015857,0.0,0.0,,2.2222222222222143,14.285714285714285,29.69796303790638,70.0,0.0,,13.489815189531903,25.0,63.02430642191782,100.0,0.0,15.310673186580631,91.27725856697819,42.857142857142854,POST_COMPLETION,63.02430642191782,HIGH,100.0,0.0,15.310673186580631,91.27725856697819,42.857142857142854
WS/MP18225/2024-2025/144550,2.5873015873015857,0.0,0.0,,2.2222222222222143,14.285714285714285,29.69796303790638,70.0,0.0,,13.489815189531903,25.0,63.02430642191782,100.0,0.0,15.310673186580631,91.27725856697819,42.857142857142854,POST_COMPLETION,63.02430642191782,HIGH,100.0,0.0,15.310673186580631,91.27725856697819,42.857142857142854
WS/MP18225/2024-2025/144551,2.5873015873015857,0.0,0.0,,2.2222222222222143,14.285714285714285,29.69796303790638,70.0,0.0,,13.489815189531903,25.0,63.02430642191782,100.0,0.0,15.310673186580631,91.27725856697819,42.857142857142854,POST_COMPLETION,63.02430642191782,HIGH,100.0,0.0,15.310673186580631,91.27725856697819,42.857142857142854
WS/MP18225/2024-2025/144552,2.5873015873015857,0.0,0.0,,2.2222222222222143,14.285714285714285,29.69796303790638,70.0,0.0,,13.489815189531903,25.0,63.02430642191782,100.0,0.0,15.310673186580631,91.27725856697819,42.857142857142854,POST_COMPLETION,63.02430642191782,HIGH,100.0,0.0,15.310673186580631,91.27725856697819,42.857142857142854
WS/MP18225/2024-2025/144553,2.5873015873015857,0.0,0.0,,2.2222222222222143,14.285714285714285,29.69796303790638,70.0,0.0,,13.489815189531903,25.0,35.652218262075195,80.0,0.0,10.684536609175375,13.489815189531903,42.857142857142854,POST_COMPLETION,35.652218262075195,MEDIUM,80.0,0.0,10.684536609175375,13.489815189531903,42.857142857142854
WS/MP18225/2024-2025/144554,2.5873015873015857,0.0,0.0,,2.2222222222222143,14.285714285714285,29.69796303790638,70.0,0.0,,13.489815189531903,25.0,35.652218262075195,80.0,0.0,10.684536609175375,13.489815189531903,42.857142857142854,POST_COMPLETION,35.652218262075195,MEDIUM,80.0,0.0,10.684536609175375,13.489815189531903,42.857142857142854
WS/MP18225/2024-2025/144555,2.5873015873015857,0.0,0.0,,2.2222222222222143,14.285714285714285,29.69796303790638,70.0,0.0,,13.489815189531903,25.0,35.652218262075195,80.0,0.0,10.684536609175375,13.489815189531903,42.857142857142854,POST_COMPLETION,35.652218262075195,MEDIUM,80.0,0.0,10.684536609175375,13.489815189531903,42.857142857142854
WS/MP18225/2024-2025/144556,2.5873015873015857,0.0,0.0,,2.2222222222222143,14.285714285714285,29.69796303790638,70.0,0.0,,13.489815189531903,25.0,63.02430642191782,100.0,0.0,15.310673186580631,91.27725856697819,42.857142857142854,POST_COMPLETION,63.02430642191782,HIGH,100.0,0.0,15.310673186580631,91.27725856697819,42.857142857142854
WS/MP18225/2024-2025/144557,2.5873015873015857,0.0,0.0,,2.2222222222222143,14.285714285714285,29.69796303790638,70.0,0.0,,13.489815189531903,25.0,63.02430642191782,100.0,0.0,15.310673186580631,91.27725856697819,42.857142857142854,POST_COMPLETION,63.02430642191782,HIGH,100.0,0.0,15.310673186580631,91.27725856697819,42.857142857142854
WS/MP18225/2024-2025/144558,2.5873015873015857,0.0,0.0,,2.2222222222222143,14.285714285714285,29.69796303790638,70.0,0.0,,13.489815189531903,25.0,35.652218262075195,80.0,0.0,10.684536609175375,13.489815189531903,42.857142857142854,POST_COMPLETION,35.652218262075195,MEDIUM,80.0,0.0,10.684536609175375,13.489815189531903,42.857142857142854
WS/MP18225/2024-2025/144559,2.5873015873015857,0.0,0.0,,2.2222222222222143,14.285714285714285,29.69796303790638,70.0,0.0,,13.489815189531903,25.0,35.652218262075195,80.0,0.0,10.684536609175375,13.489815189531903,42.857142857142854,POST_COMPLETION,35.652218262075195,MEDIUM,80.0,0.0,10.684536609175375,13.489815189531903,42.857142857142854
WS/MP18225/2024-2025/144560,2.5873015873015857,0.0,0.0,,2.2222222222222143,14.285714285714285,29.69796303790638,70.0,0.0,,13.489815189531903,25.0,35.652218262075195,80.0,0.0,10.684536609175375,13.489815189531903,42.857142857142854,POST_COMPLETION,35.652218262075195,MEDIUM,80.0,0.0,10.684536609175375,13.489815189531903,42.857142857142854
WS/MP18225/2024-2025/144561,2.5873015873015857,0.0,0.0,,2.2222222222222143,14.285714285714285,29.69796303790638,70.0,0.0,,13.489815189531903,25.0,35.652218262075195,80.0,0.0,10.684536609175375,13.489815189531903,42.857142857142854,POST_COMPLETION,35.652218262075195,MEDIUM,80.0,0.0,10.684536609175375,13.489815189531903,42.857142857142854
WS/MP18225/2024-2025/144593,2.5873015873015857,0.0,0.0,,2.2222222222222143,14.285714285714285,29.69796303790638,70.0,0.0,,13.489815189531903,25.0,35.652218262075195,80.0,0.0,10.684536609175375,13.489815189531903,42.857142857142854,POST_COMPLETION,35.652218262075195,MEDIUM,80.0,0.0,10.684536609175375,13.489815189531903,42.857142857142854
WS/MP18225/2024-2025/144594,2.5873015873015857,0.0,0.0,,2.2222222222222143,14.285714285714285,29.69796303790638,70.0,0.0,,13.489815189531903,25.0,35.652218262075195,80.0,0.0,10.684536609175375,13.489815189531903,42.857142857142854,POST_COMPLETION,35.652218262075195,MEDIUM,80.0,0.0,10.684536609175375,13.489815189531903,42.857142857142854
WS/MP18225/2024-2025/144595,2.5873015873015857,0.0,0.0,,2.2222222222222143,14.285714285714285,29.69796303790638,70.0,0.0,,13.489815189531903,25.0,35.652218262075195,80.0,0.0,10.684536609175375,13.489815189531903,42.857142857142854,POST_COMPLETION,35.652218262075195,MEDIUM,80.0,0.0,10.684536609175375,13.489815189531903,42.857142857142854
WS/MP18225/2024-2025/144596,2.5873015873015857,0.0,0.0,,2.2222222222222143,14.285714285714285,29.69796303790638,70.0,0.0,,13.489815189531903,25.0,35.652218262075195,80.0,0.0,10.684536609175375,13.489815189531903,42.857142857142854,POST_COMPLETION,35.652218262075195,MEDIUM,80.0,0.0,10.684536609175375,13.489815189531903,42.857142857142854
WS/MP18225/2024-2025/144597,2.5873015873015857,0.0,0.0,,2.2222222222222143,14.285714285714285,29.69796303790638,70.0,0.0,,13.489815189531903,25.0,35.652218262075195,80.0,0.0,10.684536609175375,13.489815189531903,42.857142857142854,POST_COMPLETION,35.652218262075195,MEDIUM,80.0,0.0,10.684536609175375,13.489815189531903,42.857142857142854
WS/MP18225/2024-2025/144598,2.5873015873015857,0.0,0.0,,2.2222222222222143,14.285714285714285,29.69796303790638,70.0,0.0,,13.489815189531903,25.0,63.02430642191782,100.0,0.0,15.310673186580631,91.27725856697819,42.857142857142854,POST_COMPLETION,63.02430642191782,HIGH,100.0,0.0,15.310673186580631,91.27725856697819,42.857142857142854
WS/MP18225/2024-2025/144599,2.5873015873015857,0.0,0.0,,2.2222222222222143,14.285714285714285,29.69796303790638,70.0,0.0,,13.489815189531903,25.0,35.652218262075195,80.0,0.0,10.684536609175375,13.489815189531903,42.857142857142854,POST_COMPLETION,35.652218262075195,MEDIUM,80.0,0.0,10.684536609175375,13.489815189531903,42.857142857142854
WS/MP18225/2024-2025/144600,2.5873015873015857,0.0,0.0,,2.2222222222222143,14.285714285714285,29.69796303790638,70.0,0.0,,13.489815189531903,25.0,63.02430642191782,100.0,0.0,15.310673186580631,91.27725856697819,42.857142857142854,POST_COMPLETION,63.02430642191782,HIGH,100.0,0.0,15.310673186580631,91.27725856697819,42.857142857142854
WS/MP18225/2024-2025/144601,2.5873015873015857,0.0,0.0,,2.2222222222222143,14.285714285714285,29.69796303790638,70.0,0.0,,13.489815189531903,25.0,35.652218262075195,80.0,0.0,10.684536609175375,13.489815189531903,42.857142857142854,POST_COMPLETION,35.652218262075195,MEDIUM,80.0,0.0,10.684536609175375,13.489815189531903,42.857142857142854
WS/MP18225/2024-2025/144602,2.5873015873015857,0.0,0.0,,2.2222222222222143,14.285714285714285,29.69796303790638,70.0,0.0,,13.489815189531903,25.0,35.652218262075195,80.0,0.0,10.684536609175375,13.489815189531903,42.857142857142854,POST_COMPLETION,35.652218262075195,MEDIUM,80.0,0.0,10.684536609175375,13.489815189531903,42.857142857142854
WS/MP18225/2024-2025/144603,2.5873015873015857,0.0,0.0,,2.2222222222222143,14.285714285714285,29.69796303790638,70.0,0.0,,13.489815189531903,25.0,63.02430642191782,100.0,0.0,15.310673186580631,91.27725856697819,42.857142857142854,POST_COMPLETION,63.02430642191782,HIGH,100.0,0.0,15.310673186580631,91.27725856697819,42.857142857142854
WS/MP18225/2024-2025/144604,2.5873015873015857,0.0,0.0,,2.2222222222222143,14.285714285714285,29.69796303790638,70.0,0.0,,13.489815189531903,25.0,63.02430642191782,100.0,0.0,15.310673186580631,91.27725856697819,42.857142857142854,POST_COMPLETION,63.02430642191782,HIGH,100.0,0.0,15.310673186580631,91.27725856697819,42.857142857142854
WS/MP18225/2024-2025/144605,2.5873015873015857,0.0,0.0,,2.2222222222222143,14.285714285714285,29.69796303790638,70.0,0.0,,13.489815189531903,25.0,63.02430642191782,100.0,0.0,15.310673186580631,91.27725856697819,42.857142857142854,POST_COMPLETION,63.02430642191782,HIGH,100.0,0.0,15.310673186580631,91.27725856697819,42.857142857142854
WS/MP18225/2024-2025/144606,2.5873015873015857,0.0,0.0,,2.2222222222222143,14.285714285714285,29.69796303790638,70.0,0.0,,13.489815189531903,25.0,63.02430642191782,100.0,0.0,15.310673186580631,91.27725856697819,42.857142857142854,POST_COMPLETION,63.02430642191782,HIGH,100.0,0.0,15.310673186580631,91.27725856697819,42.857142857142854
WS/MP18225/2024-2025/144607,2.5873015873015857,0.0,0.0,,2.2222222222222143,14.285714285714285,29.69796303790638,70.0,0.0,,13.489815189531903,25.0,35.652218262075195,80.0,0.0,10.684536609175375,13.489815189531903,42.857142857142854,POST_COMPLETION,35.652218262075195,MEDIUM,80.0,0.0,10.684536609175375,13.489815189531903,42.857142857142854
