work_id,state,constituency,work_category,risk_band,overall_risk,major_signals,explanation,recommended_action
WS/MP18162/2024-2025/147105,Rajasthan,BHILWARA,Normal/Others,CRITICAL,90.71428571428572,"RULE-014,RULE-015",Review priority is CRITICAL because Strong peer-relative anomaly on expenditure (robust z = 27.46); Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 50.0); peer comparison indicates an unusual value relative to comparable works; the anomaly model ranks the work as unusual relative to works at the same lifecycle stage.,Compare with peer works of the same category/state; verify sanction and expenditure documentation.
WS/MP719/2024-2025/140136,Rajasthan,AJMER,Normal/Others,CRITICAL,90.71428571428572,"RULE-014,RULE-015",Review priority is CRITICAL because Strong peer-relative anomaly on payment_event (robust z = 6.74); Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 50.0); peer comparison indicates an unusual value relative to comparable works; the anomaly model ranks the work as unusual relative to works at the same lifecycle stage.,Compare with peer works of the same category/state; verify sanction and expenditure documentation.
WS/MP18393/2025-2026/140466,Telangana,MEDAK,Repair and Renovation,CRITICAL,90.71428571428572,"RULE-014,RULE-015",Review priority is CRITICAL because Strong peer-relative anomaly on exp_sanction_ratio (robust z = 50.0); Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 50.0); peer comparison indicates an unusual value relative to comparable works; the anomaly model ranks the work as unusual relative to works at the same lifecycle stage.,Compare with peer works of the same category/state; verify sanction and expenditure documentation.
WS/MP370/2024-2025/145536,Odisha,SUNDARGARH (ST),Normal/Others,CRITICAL,90.71428571428572,"RULE-011,RULE-012,RULE-014,RULE-015",Review priority is CRITICAL because Strong peer-relative anomaly on recommended_amount (robust z = 6.74); Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 50.0); Payment event count is at the 98.8th percentile among comparable works (L3_work_category_state_constituency); peer comparison indicates an unusual value relative to comparable works; the anomaly model ranks the work as unusual relative to works at the same lifecycle stage.,Compare with peer works of the same category/state; verify sanction and expenditure documentation.
WS/MP716/2024-2025/142660,Punjab,BHATINDA,Normal/Others,CRITICAL,90.71428571428572,"RULE-010,RULE-013,RULE-015","Review priority is CRITICAL because Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 50.0); Sanction-to-completion duration is at the 100.0th percentile among comparable works (L3_work_category_state_constituency); One or more expenditure events for this Work ID have conflicting status/amount across source records (same work, date, and vendor; retained for human review, not auto-resolved); peer comparison indicates an unusual value relative to comparable works; the anomaly model ranks the work as unusual relative to works at the same lifecycle stage.",Review the flagged financial/duration figures against comparable works; request supporting documentation.
WS/MP719/2024-2025/149560,Rajasthan,AJMER,Normal/Others,CRITICAL,90.71428571428572,"RULE-014,RULE-015",Review priority is CRITICAL because Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 50.0); Strong peer-relative anomaly on payment_event (robust z = 6.07); peer comparison indicates an unusual value relative to comparable works; the anomaly model ranks the work as unusual relative to works at the same lifecycle stage.,Review the flagged financial/duration figures against comparable works; request supporting documentation.
WS/MP18170/2024-2025/156350,Rajasthan,SIKAR,Normal/Others,CRITICAL,90.71428571428572,"RULE-011,RULE-014,RULE-015",Review priority is CRITICAL because Strong peer-relative anomaly on exp_sanction_ratio (robust z = 7.71); Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 50.0); Payment event count is at the 98.4th percentile among comparable works (L3_work_category_state_constituency); peer comparison indicates an unusual value relative to comparable works; the anomaly model ranks the work as unusual relative to works at the same lifecycle stage.,Compare with peer works of the same category/state; verify sanction and expenditure documentation.
WS/MP18167/2024-2025/160013,Rajasthan,JHUNJHUNU,Normal/Others,CRITICAL,90.71428571428572,"RULE-014,RULE-015",Review priority is CRITICAL because Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 50.0); Strong peer-relative anomaly on expenditure (robust z = 5.09); peer comparison indicates an unusual value relative to comparable works; the anomaly model ranks the work as unusual relative to works at the same lifecycle stage.,Review the flagged financial/duration figures against comparable works; request supporting documentation.
WS/MP18170/2024-2025/156349,Rajasthan,SIKAR,Normal/Others,CRITICAL,90.71428571428572,"RULE-014,RULE-015",Review priority is CRITICAL because Strong peer-relative anomaly on exp_sanction_ratio (robust z = 50.0); Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 50.0); peer comparison indicates an unusual value relative to comparable works; the anomaly model ranks the work as unusual relative to works at the same lifecycle stage.,Compare with peer works of the same category/state; verify sanction and expenditure documentation.
WS/MP459/2025-2026/149089,Tamil Nadu,CHENNAI SOUTH,Normal/Others,CRITICAL,90.71428571428572,"RULE-011,RULE-012,RULE-014,RULE-015",Review priority is CRITICAL because Strong peer-relative anomaly on sanction_amount (robust z = 22.56); Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 50.0); Payment event count is at the 100.0th percentile among comparable works (L2_work_category_state); peer comparison indicates an unusual value relative to comparable works; the anomaly model ranks the work as unusual relative to works at the same lifecycle stage.,Compare with peer works of the same category/state; verify sanction and expenditure documentation.
WS/MP18166/2024-2025/172036,Rajasthan,JALORE,Normal/Others,CRITICAL,90.71428571428572,"RULE-014,RULE-015",Review priority is CRITICAL because Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 50.0); Strong peer-relative anomaly on payment_event (robust z = 5.4); peer comparison indicates an unusual value relative to comparable works; the anomaly model ranks the work as unusual relative to works at the same lifecycle stage.,Review the flagged financial/duration figures against comparable works; request supporting documentation.
WS/MP18158/2025-2026/176957,Punjab,PATIALA,Normal/Others,CRITICAL,90.71428571428572,"RULE-011,RULE-013,RULE-014,RULE-015",Review priority is CRITICAL because Strong peer-relative anomaly on payment_event (robust z = 15.51); Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 50.0); Payment event count is at the 97.0th percentile among comparable works (L3_work_category_state_constituency); peer comparison indicates an unusual value relative to comparable works; the anomaly model ranks the work as unusual relative to works at the same lifecycle stage.,Compare with peer works of the same category/state; verify sanction and expenditure documentation.
WS/MP18311/2024-2025/164330,Punjab,ANANDPUR SAHIB,Normal/Others,CRITICAL,90.62568306010928,"RULE-011,RULE-013,RULE-014,RULE-015",Review priority is CRITICAL because Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 50.0); Strong peer-relative anomaly on recommended_amount (robust z = 4.72); Payment event count is at the 97.8th percentile among comparable works (L3_work_category_state_constituency); the anomaly model ranks the work as unusual relative to works at the same lifecycle stage; peer comparison indicates an unusual value relative to comparable works.,Review the flagged financial/duration figures against comparable works; request supporting documentation.
WS/MP18069/2025-2026/162987,Himachal Pradesh,KANGRA,Normal/Others,CRITICAL,90.5406746031746,"RULE-011,RULE-012,RULE-013,RULE-014,RULE-015",Review priority is CRITICAL because Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 21.38); Payment event count is at the 99.7th percentile among comparable works (L3_work_category_state_constituency); A single vendor accounts for 100.0% of total disbursed expenditure across 4 payment events; peer comparison indicates an unusual value relative to comparable works; the anomaly model ranks the work as unusual relative to works at the same lifecycle stage.,Review the flagged financial/duration figures against comparable works; request supporting documentation.
WS/MP716/2025-2026/180618,Punjab,BHATINDA,Normal/Others,CRITICAL,90.42857142857144,"RULE-011,RULE-013,RULE-014,RULE-015","Review priority is CRITICAL because Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 50.0); Payment event count is at the 99.4th percentile among comparable works (L3_work_category_state_constituency); One or more expenditure events for this Work ID have conflicting status/amount across source records (same work, date, and vendor; retained for human review, not auto-resolved); peer comparison indicates an unusual value relative to comparable works; the anomaly model ranks the work as unusual relative to works at the same lifecycle stage.",Review the flagged financial/duration figures against comparable works; request supporting documentation.
WS/MP643/2024-2025/146357,Madhya Pradesh,KHANDWA,Normal/Others,CRITICAL,90.39170506912444,"RULE-010,RULE-011,RULE-013,RULE-015",Review priority is CRITICAL because Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 50.0); Sanction-to-completion duration is at the 98.7th percentile among comparable works (L3_work_category_state_constituency); Payment event count is at the 99.4th percentile among comparable works (L3_work_category_state_constituency); peer comparison indicates an unusual value relative to comparable works; the anomaly model ranks the work as unusual relative to works at the same lifecycle stage.,Review the flagged financial/duration figures against comparable works; request supporting documentation.
WS/MP18152/2025-2026/176296,Punjab,FARIDKOT(SC),Normal/Others,CRITICAL,90.31746031746032,"RULE-011,RULE-013,RULE-015","Review priority is CRITICAL because Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 50.0); Payment event count is at the 99.2th percentile among comparable works (L3_work_category_state_constituency); One or more expenditure events for this Work ID have conflicting status/amount across source records (same work, date, and vendor; retained for human review, not auto-resolved); peer comparison indicates an unusual value relative to comparable works; the anomaly model ranks the work as unusual relative to works at the same lifecycle stage.",Review the flagged financial/duration figures against comparable works; request supporting documentation.
WS/MP378/2023-2024/2021,Punjab,HOSHIARPUR(SC),Normal/Others,CRITICAL,90.1567599067599,"RULE-011,RULE-013,RULE-015","Review priority is CRITICAL because Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 50.0); Payment event count is at the 99.8th percentile among comparable works (L3_work_category_state_constituency); One or more expenditure events for this Work ID have conflicting status/amount across source records (same work, date, and vendor; retained for human review, not auto-resolved); the anomaly model ranks the work as unusual relative to works at the same lifecycle stage; peer comparison indicates an unusual value relative to comparable works.",Review the flagged financial/duration figures against comparable works; request supporting documentation.
WS/MP734/2024-2025/11026,Rajasthan,BHARATPUR(SC),Normal/Others,CRITICAL,90.0,"RULE-009,RULE-014,RULE-015",Review priority is CRITICAL because Strong peer-relative anomaly on rec_sanction_duration (robust z = 15.16); Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 14.42); Recommendation-to-sanction duration is at the 96.6th percentile among comparable works (L3_work_category_state_constituency); the anomaly model ranks the work as unusual relative to works at the same lifecycle stage; peer comparison indicates an unusual value relative to comparable works.,Compare with peer works of the same category/state; verify sanction and expenditure documentation.
WS/MP383/2024-2025/11213,Rajasthan,RAJSAMAND,Normal/Others,CRITICAL,90.0,"RULE-014,RULE-015",Review priority is CRITICAL because Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 50.0); Strong peer-relative anomaly on payment_event (robust z = 6.07); the anomaly model ranks the work as unusual relative to works at the same lifecycle stage; peer comparison indicates an unusual value relative to comparable works.,Review the flagged financial/duration figures against comparable works; request supporting documentation.
WS/MP734/2024-2025/11899,Rajasthan,BHARATPUR(SC),Normal/Others,CRITICAL,90.0,"RULE-009,RULE-011,RULE-014,RULE-015",Review priority is CRITICAL because Strong peer-relative anomaly on rec_sanction_duration (robust z = 15.59); Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 16.62); Recommendation-to-sanction duration is at the 99.2th percentile among comparable works (L3_work_category_state_constituency); the anomaly model ranks the work as unusual relative to works at the same lifecycle stage; peer comparison indicates an unusual value relative to comparable works.,Compare with peer works of the same category/state; verify sanction and expenditure documentation.
WS/MP734/2024-2025/11028,Rajasthan,BHARATPUR(SC),Normal/Others,CRITICAL,90.0,"RULE-009,RULE-011,RULE-014,RULE-015",Review priority is CRITICAL because Strong peer-relative anomaly on rec_sanction_duration (robust z = 15.16); Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 39.84); Recommendation-to-sanction duration is at the 96.6th percentile among comparable works (L3_work_category_state_constituency); the anomaly model ranks the work as unusual relative to works at the same lifecycle stage; peer comparison indicates an unusual value relative to comparable works.,Compare with peer works of the same category/state; verify sanction and expenditure documentation.
WS/MP18198/2025-2026/214766,,,,CRITICAL,89.75,"RULE-003,RULE-011,RULE-013,RULE-014","Review priority is CRITICAL because Strong peer-relative anomaly on expenditure (robust z = 46.56); Payment event count is at the 99.6th percentile among comparable works (L3_work_category_state_constituency); One or more expenditure events for this Work ID have conflicting status/amount across source records (same work, date, and vendor; retained for human review, not auto-resolved); the anomaly model ranks the work as unusual relative to works at the same lifecycle stage; peer comparison indicates an unusual value relative to comparable works.",Compare with peer works of the same category/state; verify sanction and expenditure documentation.
WS/MP18198/2025-2026/254284,,,,CRITICAL,89.75,"RULE-003,RULE-011,RULE-013,RULE-014","Review priority is CRITICAL because Strong peer-relative anomaly on expenditure (robust z = 14.21); Payment event count is at the 96.8th percentile among comparable works (L3_work_category_state_constituency); One or more expenditure events for this Work ID have conflicting status/amount across source records (same work, date, and vendor; retained for human review, not auto-resolved); the anomaly model ranks the work as unusual relative to works at the same lifecycle stage; peer comparison indicates an unusual value relative to comparable works.",Compare with peer works of the same category/state; verify sanction and expenditure documentation.
WS/MP882/2025-2026/131367,,,,CRITICAL,89.75,"RULE-003,RULE-011,RULE-013,RULE-014","Review priority is CRITICAL because Strong peer-relative anomaly on expenditure (robust z = 7.29); Payment event count is at the 99.5th percentile among comparable works (L3_work_category_state_constituency); One or more expenditure events for this Work ID have conflicting status/amount across source records (same work, date, and vendor; retained for human review, not auto-resolved); the anomaly model ranks the work as unusual relative to works at the same lifecycle stage; peer comparison indicates an unusual value relative to comparable works.",Compare with peer works of the same category/state; verify sanction and expenditure documentation.
WS/MP380/2023-2024/1698,Punjab,FATEHGARH SAHIB(SC),Normal/Others,CRITICAL,89.72598253275109,"RULE-011,RULE-013,RULE-015","Review priority is CRITICAL because Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 50.0); Payment event count is at the 98.7th percentile among comparable works (L3_work_category_state_constituency); One or more expenditure events for this Work ID have conflicting status/amount across source records (same work, date, and vendor; retained for human review, not auto-resolved); the anomaly model ranks the work as unusual relative to works at the same lifecycle stage; peer comparison indicates an unusual value relative to comparable works.",Review the flagged financial/duration figures against comparable works; request supporting documentation.
WS/MP380/2023-2024/1697,Punjab,FATEHGARH SAHIB(SC),Normal/Others,CRITICAL,89.72598253275109,"RULE-011,RULE-013,RULE-015","Review priority is CRITICAL because Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 50.0); Payment event count is at the 98.7th percentile among comparable works (L3_work_category_state_constituency); One or more expenditure events for this Work ID have conflicting status/amount across source records (same work, date, and vendor; retained for human review, not auto-resolved); the anomaly model ranks the work as unusual relative to works at the same lifecycle stage; peer comparison indicates an unusual value relative to comparable works.",Review the flagged financial/duration figures against comparable works; request supporting documentation.
WS/MP726/2023-2024/12234,Rajasthan,GANGANAGAR(SC),Normal/Others,CRITICAL,89.68661971830986,"RULE-011,RULE-013,RULE-015","Review priority is CRITICAL because Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 50.0); Payment event count is at the 98.6th percentile among comparable works (L3_work_category_state_constituency); One or more expenditure events for this Work ID have conflicting status/amount across source records (same work, date, and vendor; retained for human review, not auto-resolved); the anomaly model ranks the work as unusual relative to works at the same lifecycle stage; peer comparison indicates an unusual value relative to comparable works.",Review the flagged financial/duration figures against comparable works; request supporting documentation.
WS/MP18152/2024-2025/150654,Punjab,FARIDKOT(SC),Normal/Others,CRITICAL,89.65608465608467,"RULE-011,RULE-013,RULE-014,RULE-015","Review priority is CRITICAL because Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 50.0); Payment event count is at the 97.9th percentile among comparable works (L3_work_category_state_constituency); One or more expenditure events for this Work ID have conflicting status/amount across source records (same work, date, and vendor; retained for human review, not auto-resolved); peer comparison indicates an unusual value relative to comparable works; the anomaly model ranks the work as unusual relative to works at the same lifecycle stage.",Review the flagged financial/duration figures against comparable works; request supporting documentation.
WS/MP715/2023-2024/9310,Punjab,FARIDKOT(SC),Normal/Others,CRITICAL,89.61507936507937,"RULE-011,RULE-013,RULE-015","Review priority is CRITICAL because Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 50.0); Payment event count is at the 98.4th percentile among comparable works (L3_work_category_state_constituency); One or more expenditure events for this Work ID have conflicting status/amount across source records (same work, date, and vendor; retained for human review, not auto-resolved); the anomaly model ranks the work as unusual relative to works at the same lifecycle stage; peer comparison indicates an unusual value relative to comparable works.",Review the flagged financial/duration figures against comparable works; request supporting documentation.
WS/MP719/2025-2026/162511,Rajasthan,AJMER,Normal/Others,CRITICAL,89.51022221826898,"RULE-014,RULE-015",Review priority is CRITICAL because Strong peer-relative anomaly on payment_event (robust z = 12.82); Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 12.54); peer comparison indicates an unusual value relative to comparable works; the anomaly model ranks the work as unusual relative to works at the same lifecycle stage.,Compare with peer works of the same category/state; verify sanction and expenditure documentation.
WS/MP378/2023-2024/1971,Punjab,HOSHIARPUR(SC),Normal/Others,CRITICAL,89.45745920745921,"RULE-011,RULE-013,RULE-015","Review priority is CRITICAL because Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 50.0); Payment event count is at the 98.0th percentile among comparable works (L3_work_category_state_constituency); One or more expenditure events for this Work ID have conflicting status/amount across source records (same work, date, and vendor; retained for human review, not auto-resolved); the anomaly model ranks the work as unusual relative to works at the same lifecycle stage; peer comparison indicates an unusual value relative to comparable works.",Review the flagged financial/duration figures against comparable works; request supporting documentation.
WS/MP351/2025-2026/141849,Kerala,KANNUR,Normal/Others,CRITICAL,89.28571428571428,"RULE-014,RULE-015",Review priority is CRITICAL because Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 20.6); Strong peer-relative anomaly on duration (robust z = 6.15); peer comparison indicates an unusual value relative to comparable works; the anomaly model ranks the work as unusual relative to works at the same lifecycle stage.,Review the flagged financial/duration figures against comparable works; request supporting documentation.
WS/MP18389/2025-2026/156768,Telangana,WARANGEL(SC),Normal/Others,CRITICAL,89.28571428571428,"RULE-009,RULE-014,RULE-015",Review priority is CRITICAL because Strong peer-relative anomaly on recommended_amount (robust z = 50.0); Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 38.2); Recommendation-to-sanction duration is at the 98.2th percentile among comparable works (L3_work_category_state_constituency); peer comparison indicates an unusual value relative to comparable works; the anomaly model ranks the work as unusual relative to works at the same lifecycle stage.,Compare with peer works of the same category/state; verify sanction and expenditure documentation.
WS/MP18258/2025-2026/159947,Maharashtra,CHANDRAPUR,Normal/Others,CRITICAL,89.28571428571428,"RULE-014,RULE-015",Review priority is CRITICAL because Strong peer-relative anomaly on exp_sanction_ratio (robust z = 50.0); Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 50.0); peer comparison indicates an unusual value relative to comparable works; the anomaly model ranks the work as unusual relative to works at the same lifecycle stage.,Compare with peer works of the same category/state; verify sanction and expenditure documentation.
WS/MP18328/2024-2025/138241,Himachal Pradesh,MANDI,Normal/Others,CRITICAL,89.28571428571428,"RULE-010,RULE-014,RULE-015",Review priority is CRITICAL because Strong peer-relative anomaly on expenditure (robust z = 14.43); Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 50.0); Sanction-to-completion duration is at the 100.0th percentile among comparable works (L1_work_category); peer comparison indicates an unusual value relative to comparable works; the anomaly model ranks the work as unusual relative to works at the same lifecycle stage.,Compare with peer works of the same category/state; verify sanction and expenditure documentation.
WS/MP18119/2025-2026/163436,Maharashtra,GADCHIROLI-CHIMUR(ST),Normal/Others,CRITICAL,89.28571428571428,"RULE-014,RULE-015",Review priority is CRITICAL because Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 32.31); Strong peer-relative anomaly on rec_sanction_duration (robust z = 5.54); peer comparison indicates an unusual value relative to comparable works; the anomaly model ranks the work as unusual relative to works at the same lifecycle stage.,Review the flagged financial/duration figures against comparable works; request supporting documentation.
WS/MP18119/2025-2026/163439,Maharashtra,GADCHIROLI-CHIMUR(ST),Normal/Others,CRITICAL,89.28571428571428,"RULE-014,RULE-015",Review priority is CRITICAL because Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 35.73); Strong peer-relative anomaly on exp_sanction_ratio (robust z = 5.65); peer comparison indicates an unusual value relative to comparable works; the anomaly model ranks the work as unusual relative to works at the same lifecycle stage.,Review the flagged financial/duration figures against comparable works; request supporting documentation.
WS/MP719/2025-2026/179851,Rajasthan,AJMER,Normal/Others,CRITICAL,89.28571428571428,"RULE-014,RULE-015",Review priority is CRITICAL because Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 50.0); Strong peer-relative anomaly on sanction_amount (robust z = 6.14); peer comparison indicates an unusual value relative to comparable works; the anomaly model ranks the work as unusual relative to works at the same lifecycle stage.,Review the flagged financial/duration figures against comparable works; request supporting documentation.
WS/MP18389/2025-2026/156770,Telangana,WARANGEL(SC),Normal/Others,CRITICAL,89.28571428571428,"RULE-009,RULE-014,RULE-015",Review priority is CRITICAL because Strong peer-relative anomaly on recommended_amount (robust z = 50.0); Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 21.18); Recommendation-to-sanction duration is at the 98.2th percentile among comparable works (L3_work_category_state_constituency); peer comparison indicates an unusual value relative to comparable works; the anomaly model ranks the work as unusual relative to works at the same lifecycle stage.,Compare with peer works of the same category/state; verify sanction and expenditure documentation.
WS/MP350/2025-2026/143224,Kerala,KASARAGOD,Normal/Others,CRITICAL,89.28571428571428,"RULE-009,RULE-014,RULE-015",Review priority is CRITICAL because Strong peer-relative anomaly on recommended_amount (robust z = 50.0); Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 50.0); Recommendation-to-sanction duration is at the 97.7th percentile among comparable works (L3_work_category_state_constituency); peer comparison indicates an unusual value relative to comparable works; the anomaly model ranks the work as unusual relative to works at the same lifecycle stage.,Compare with peer works of the same category/state; verify sanction and expenditure documentation.
WS/MP18393/2025-2026/169451,Telangana,MEDAK,Normal/Others,CRITICAL,89.28571428571428,"RULE-014,RULE-015",Review priority is CRITICAL because Strong peer-relative anomaly on expenditure (robust z = 16.64); Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 21.83); peer comparison indicates an unusual value relative to comparable works; the anomaly model ranks the work as unusual relative to works at the same lifecycle stage.,Compare with peer works of the same category/state; verify sanction and expenditure documentation.
WS/MP18065/2025-2026/134740,Haryana,ROHTAK,Normal/Others,CRITICAL,89.28571428571428,"RULE-014,RULE-015",Review priority is CRITICAL because Strong peer-relative anomaly on exp_sanction_ratio (robust z = 8.58); Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 50.0); peer comparison indicates an unusual value relative to comparable works; the anomaly model ranks the work as unusual relative to works at the same lifecycle stage.,Compare with peer works of the same category/state; verify sanction and expenditure documentation.
WS/MP740/2025-2026/161001,Tamil Nadu,NILGIRIS(SC),Normal/Others,CRITICAL,89.28571428571428,"RULE-014,RULE-015",Review priority is CRITICAL because Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 17.76); Strong peer-relative anomaly on expenditure (robust z = 4.8); peer comparison indicates an unusual value relative to comparable works; the anomaly model ranks the work as unusual relative to works at the same lifecycle stage.,Review the flagged financial/duration figures against comparable works; request supporting documentation.
WS/MP331/2024-2025/161325,Jammu And Kashmir,JAMMU,Normal/Others,CRITICAL,89.28571428571428,"RULE-010,RULE-011,RULE-014,RULE-015",Review priority is CRITICAL because Strong peer-relative anomaly on expenditure (robust z = 12.27); Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 50.0); Sanction-to-completion duration is at the 100.0th percentile among comparable works (L2_work_category_state); peer comparison indicates an unusual value relative to comparable works; the anomaly model ranks the work as unusual relative to works at the same lifecycle stage.,Compare with peer works of the same category/state; verify sanction and expenditure documentation.
WS/MP18232/2025-2026/144145,Uttar Pradesh,MUZAFFARNAGAR,Normal/Others,CRITICAL,89.28571428571428,"RULE-009,RULE-012,RULE-014,RULE-015",Review priority is CRITICAL because Strong peer-relative anomaly on rec_sanction_duration (robust z = 17.74); Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 50.0); Recommendation-to-sanction duration is at the 99.3th percentile among comparable works (L3_work_category_state_constituency); peer comparison indicates an unusual value relative to comparable works; the anomaly model ranks the work as unusual relative to works at the same lifecycle stage.,Compare with peer works of the same category/state; verify sanction and expenditure documentation.
WS/MP243/2025-2026/147542,West Bengal,BARASAT,Normal/Others,CRITICAL,89.28571428571428,"RULE-014,RULE-015",Review priority is CRITICAL because Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 18.82); Strong peer-relative anomaly on expenditure (robust z = 5.1); peer comparison indicates an unusual value relative to comparable works; the anomaly model ranks the work as unusual relative to works at the same lifecycle stage.,Review the flagged financial/duration figures against comparable works; request supporting documentation.
WS/MP351/2025-2026/169387,Kerala,KANNUR,Normal/Others,CRITICAL,89.28571428571428,"RULE-014,RULE-015",Review priority is CRITICAL because Strong peer-relative anomaly on exp_sanction_ratio (robust z = 7.22); Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 50.0); peer comparison indicates an unusual value relative to comparable works; the anomaly model ranks the work as unusual relative to works at the same lifecycle stage.,Compare with peer works of the same category/state; verify sanction and expenditure documentation.
WS/MP18232/2025-2026/144144,Uttar Pradesh,MUZAFFARNAGAR,Normal/Others,CRITICAL,89.28571428571428,"RULE-009,RULE-012,RULE-014,RULE-015",Review priority is CRITICAL because Strong peer-relative anomaly on rec_sanction_duration (robust z = 17.74); Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 50.0); Recommendation-to-sanction duration is at the 99.3th percentile among comparable works (L3_work_category_state_constituency); peer comparison indicates an unusual value relative to comparable works; the anomaly model ranks the work as unusual relative to works at the same lifecycle stage.,Compare with peer works of the same category/state; verify sanction and expenditure documentation.
WS/MP761/2026-2027/153904,Telangana,NIZAMABAD,Normal/Others,CRITICAL,89.27402959654052,"RULE-009,RULE-014,RULE-015",Review priority is CRITICAL because Strong peer-relative anomaly on rec_sanction_duration (robust z = 12.58); Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 50.0); Recommendation-to-sanction duration is at the 96.8th percentile among comparable works (L3_work_category_state_constituency); peer comparison indicates an unusual value relative to comparable works; the anomaly model ranks the work as unusual relative to works at the same lifecycle stage.,Compare with peer works of the same category/state; verify sanction and expenditure documentation.
WS/MP761/2025-2026/153917,Telangana,NIZAMABAD,Normal/Others,CRITICAL,89.27282472503586,"RULE-014,RULE-015",Review priority is CRITICAL because Strong peer-relative anomaly on rec_sanction_duration (robust z = 10.69); Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 50.0); peer comparison indicates an unusual value relative to comparable works; the anomaly model ranks the work as unusual relative to works at the same lifecycle stage.,Compare with peer works of the same category/state; verify sanction and expenditure documentation.
WS/MP378/2023-2024/1992,Punjab,HOSHIARPUR(SC),Normal/Others,CRITICAL,89.13111888111888,"RULE-011,RULE-013,RULE-015","Review priority is CRITICAL because Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 50.0); Payment event count is at the 97.2th percentile among comparable works (L3_work_category_state_constituency); One or more expenditure events for this Work ID have conflicting status/amount across source records (same work, date, and vendor; retained for human review, not auto-resolved); the anomaly model ranks the work as unusual relative to works at the same lifecycle stage; peer comparison indicates an unusual value relative to comparable works.",Review the flagged financial/duration figures against comparable works; request supporting documentation.
WS/MP18161/2024-2025/140180,Rajasthan,BHARATPUR(SC),Normal/Others,CRITICAL,89.01700680272108,"RULE-011,RULE-015",Review priority is CRITICAL because Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 50.0); Payment event count is at the 99.3th percentile among comparable works (L3_work_category_state_constituency); peer comparison indicates an unusual value relative to comparable works; the anomaly model ranks the work as unusual relative to works at the same lifecycle stage.,Review the flagged financial/duration figures against comparable works; request supporting documentation.
WS/MP719/2025-2026/161813,Rajasthan,AJMER,Normal/Others,CRITICAL,88.95078726089433,"RULE-014,RULE-015",Review priority is CRITICAL because Strong overall statistical anomaly on expenditure_to_sanction_ratio (robust z = 10.11); Strong peer-relative anomaly on payment_event (robust z = 6.07); peer comparison indicates an unusual value relative to comparable works; the anomaly model ranks the work as unusual relative to works at the same lifecycle stage.,Review the flagged financial/duration figures against comparable works; request supporting documentation.
