state,mp_name,mp_name_normalized,constituency,allocated_amount,allocation_level,allocation_term,allocation_term_confidence,allocation_term_evidence,source_package,source_file,source_row_number,source_record_id,allocation_is_cumulative_or_aggregate
West Bengal,Prasun Banerjee,Prasun Banerjee,HOWRAH,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,337,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row337,True
Odisha,Pratap Chandra Sarangi,Pratap Chandra Sarangi,BALASORE,147064254.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,338,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row338,True
Maharashtra,Prataprao Jadhav,Prataprao Jadhav,BULDHANA,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,339,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row339,True
West Bengal,Pratima Mondal,Pratima Mondal,JOYNAGAR(SC),147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,340,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row340,True
Delhi,Praveen Khandelwal,Praveen Khandelwal,CHANDINI CHOWK,147470276.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,341,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row341,True
Uttar Pradesh,PRAVEEN PATEL,PRAVEEN PATEL,PHULPUR,151559884.09,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,342,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row342,True
Uttar Pradesh,PRIYA SAROJ,PRIYA SAROJ,MACHHLISHAHR(SC),147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,343,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row343,True
Kerala,Priyanka Gandhi Vadra,Priyanka Gandhi Vadra,WAYANAD,122500000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,344,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row344,True
Karnataka,PRIYANKA SATISH JARKIHOLI,PRIYANKA SATISH JARKIHOLI,CHIKKODI,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,345,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row345,True
West Bengal,Prof Sougata Ray,Prof Sougata Ray,DUM DUM,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,346,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row346,True
Uttar Pradesh,Prof SP Singh Baghel,Prof SP Singh Baghel,AGRA(SC),147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,347,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row347,True
Uttar Pradesh,PUSHPENDRA SAROJ,PUSHPENDRA SAROJ,KAUSHAMBI(SC),147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,348,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row348,True
Andhra Pradesh,Putta Mahesh Kumar,Putta Mahesh Kumar,ELURU,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,349,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row349,True
Uttar Pradesh,R.K. CHAUDHARY,R.K. CHAUDHARY,MOHANLALGANJ(SC),147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,350,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row350,True
Odisha,RABINDRA NARAYAN BEHERA,RABINDRA NARAYAN BEHERA,JAJPUR(SC),147064617.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,351,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row351,True
West Bengal,RACHNA BANERJEE,RACHNA BANERJEE,HOOGHLY,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,352,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row352,True
Bihar,Radha Mohan Singh,Radha Mohan Singh,PURVI CHAMPARAN,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,353,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row353,True
Karnataka,RADHAKRISHNA,RADHAKRISHNA,GULBARGA(SC),147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,354,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row354,True
Chhattisgarh,RADHE SHYAM RATHIYA,RADHE SHYAM RATHIYA,RAIGARH(ST),159706972.09,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,355,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row355,True
Uttar Pradesh,RAHUL GANDHI,RAHUL GANDHI,RAE BARELI,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,356,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row356,True
Rajasthan,Rahul Kaswan,Rahul Kaswan,CHURU,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,357,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row357,True
Madhya Pradesh,RAHUL SINGH LODHI,RAHUL SINGH LODHI,DAMOH,163058785.37,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,358,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row358,True
Bihar,RAJ BHUSHAN CHOUDHARY,RAJ BHUSHAN CHOUDHARY,MUZAFFARPUR,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,359,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row359,True
Rajasthan,RAJ KUMAR ROAT,RAJ KUMAR ROAT,BANSWARA(ST),147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,360,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row360,True
Bihar,RAJA RAM SINGH,RAJA RAM SINGH,KARAKAT,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,361,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row361,True
Maharashtra,RAJABHAU,RAJABHAU,NASHIK,152878682.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,362,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row362,True
Himachal Pradesh,RAJEEV BHARDWAJ,RAJEEV BHARDWAJ,KANGRA,179388967.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,363,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row363,True
Uttar Pradesh,RAJEEV RAI,RAJEEV RAI,GHOSI,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,364,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row364,True
Bihar,RAJESH RANJAN ALIAS PAPPU YADAV,RAJESH RANJAN ALIAS PAPPU YADAV,PURNEA,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,365,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row365,True
Bihar,RAJESH VERMA,RAJESH VERMA,KHAGARIA,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,366,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row366,True
Gujarat,Rajeshbhai Naranbhai Chudasama,Rajeshbhai Naranbhai Chudasama,JUNAGADH,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,367,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row367,True
Bihar,Rajiv Pratap Rudy,Rajiv Pratap Rudy,SARAN,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,368,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row368,True
Bihar,Rajiv Ranjan (Lalan) Singh,Rajiv Ranjan (Lalan) Singh,MUNGER,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,369,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row369,True
Uttar Pradesh,Rajkumar Chahar,Rajkumar Chahar,FATEHPUR SIKRI,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,370,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row370,True
Uttar Pradesh,Rajnath Singh,Rajnath Singh,LUCKNOW,154808797.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,371,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row371,True
Gujarat,RAJPALSINH MAHENDRASINH JADAV,RAJPALSINH MAHENDRASINH JADAV,PANCHMAHAL,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,372,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row372,True
West Bengal,Raju Bista,Raju Bista,DARJEELING,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,373,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row373,True
Uttar Pradesh,RAKESH RATHOR,RAKESH RATHOR,SITAPUR,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,374,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row374,True
Assam,RAKIBUL HUSSAIN,RAKIBUL HUSSAIN,DHUBRI,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,375,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row375,True
Uttar Pradesh,RAM PRASAD CHAUDHARY,RAM PRASAD CHAUDHARY,BASTI,204176957.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,376,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row376,True
Uttar Pradesh,Ram Shiromani,Ram Shiromani,SHRAWASTI,151746878.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,377,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row377,True
Telangana,RAMASAHAYAM RAGHURAM REDDY,RAMASAHAYAM RAGHURAM REDDY,KHAMMAM,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,378,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row378,True
Uttar Pradesh,RAMASHANKAR RAJBHAR,RAMASHANKAR RAJBHAR,SALEMPUR,160056927.07,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,379,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row379,True
Uttar Pradesh,RAMBHUAL NISHAD,RAMBHUAL NISHAD,SULTANPUR,151231957.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,380,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row380,True
Uttar Pradesh,RAMESH AWASTHI,RAMESH AWASTHI,KANPUR,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,381,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row381,True
Karnataka,Ramesh Chandappa Jigajinagi,Ramesh Chandappa Jigajinagi,BIJAPUR(SC),269500000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,382,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row382,True
Bihar,Ramprit Mandal,Ramprit Mandal,JHANJHARPUR,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,383,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row383,True
Delhi,Ramvir Singh Bidhuri,Ramvir Singh Bidhuri,SOUTH DELHI,147559100.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,384,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row384,True
Assam,RANJIT DUTTA,RANJIT DUTTA,Sonitpur,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,385,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row385,True
Haryana,Rao Inderjit Singh,Rao Inderjit Singh,GURGAON,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,386,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row386,True
Rajasthan,Rao Rajendra Singh,Rao Rajendra Singh,JAIPUR RURAL,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,387,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row387,True
Bihar,Ravi Shankar Prasad,Ravi Shankar Prasad,PATNA SAHIB,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,388,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row388,True
Maharashtra,RAVINDRA DATTARAM WAIKAR,RAVINDRA DATTARAM WAIKAR,MUMBAI NORTH WEST,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,389,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row389,True
Uttar Pradesh,Ravindra Shyamnarayan Alias Ravi Kishan Shukla,Ravindra Shyamnarayan Alias Ravi Kishan Shukla,GORAKHPUR,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,390,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row390,True
Maharashtra,Ravindra Vasantrao Chavan,Ravindra Vasantrao Chavan,NANDED,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,391,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row391,True
Mizoram,RICHARD VANLALHMANGAIHA,RICHARD VANLALHMANGAIHA,MIZORAM (ST),147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,392,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row392,True
Tamil Nadu,ROBERT BRUCE C,ROBERT BRUCE C,TIRUNELVELI,147475440.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,393,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row393,True
Madhya Pradesh,Rodmal Nagar,Rodmal Nagar,RAJGARH,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,394,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row394,True
Chhattisgarh,ROOP KUMARI CHOUDHARY,ROOP KUMARI CHOUDHARY,MAHASAMUND,153035414.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,395,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row395,True
Uttar Pradesh,RUCHI VIRA,RUCHI VIRA,MORADABAD,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,396,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row396,True
Odisha,RUDRA NARAYAN PANY,RUDRA NARAYAN PANY,DHENKANAL,155013957.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,397,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row397,True
Nagaland,S SUPONGMEREN JAMIR,S SUPONGMEREN JAMIR,NAGALAND,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,398,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row398,True
Tamil Nadu,S Venkatesan,S Venkatesan,MADURAI,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,399,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row399,True
Tamil Nadu,S. Jagathrakshakan,S. Jagathrakshakan,ARAKKONAM,180589332.34,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,400,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row400,True
Tamil Nadu,SACHITHANANTHAM R,SACHITHANANTHAM R,DINDIGUL,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,401,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row401,True
Karnataka,SAGAR ESHWAR KHANDRE,SAGAR ESHWAR KHANDRE,BIDAR,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,402,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row402,True
Meghalaya,SALENG A SANGMA,SALENG A SANGMA,TURA,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,403,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row403,True
Odisha,SAMBIT PATRA,SAMBIT PATRA,PURI,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,404,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row404,True
Uttar Pradesh,SANATAN PANDEY,SANATAN PANDEY,BALLIA,180420041.4,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,405,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row405,True
Maharashtra,SANJAY DINA PATIL,SANJAY DINA PATIL,MUMBAI NORTH EAST,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,406,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row406,True
Maharashtra,Sanjay Haribhau Jadhav,Sanjay Haribhau Jadhav,PARBHANI,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,407,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row407,True
Bihar,Sanjay Jaiswal,Sanjay Jaiswal,PASCHIM CHAMPARAN,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,408,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row408,True
Telangana,Sanjay Kumar Bandi,Sanjay Kumar Bandi,KARIMNAGAR,172775317.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,409,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row409,True
Jharkhand,Sanjay Seth,Sanjay Seth,RANCHI,147064357.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,410,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row410,True
Maharashtra,Sanjay Uttamrao Deshmukh,Sanjay Uttamrao Deshmukh,YAVATMAL-WASHIM,185640423.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,411,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row411,True
