state,mp_name,mp_name_normalized,constituency,allocated_amount,allocation_level,allocation_term,allocation_term_confidence,allocation_term_evidence,source_package,source_file,source_row_number,source_record_id,allocation_is_cumulative_or_aggregate
Haryana,Rao Inderjit Singh,Rao Inderjit Singh,GURGAON,98063957.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,305,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row305,True
Maharashtra,Raosaheb Patil Danve,Raosaheb Patil Danve,JALNA,117663957.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,306,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row306,True
Gujarat,Ratansinh Magansinh Rathod,Ratansinh Magansinh Rathod,PANCHMAHAL,98063957.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,307,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row307,True
Haryana,Rattan Lal Kataria,Rattan Lal Kataria,AMBALA (SC),,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,308,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row308,True
Bihar,Ravi Shankar Prasad,Ravi Shankar Prasad,PATNA SAHIB,117663957.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,309,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row309,True
Uttar Pradesh,Ravindra Kushawaha(17th Lok Sabha),Ravindra Kushawaha,SALEMPUR,96981228.0,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,310,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row310,True
Uttar Pradesh,Ravindra Shyamnarayan Alias Ravi Kishan Shukla(17th Lok Sabha),Ravindra Shyamnarayan Alias Ravi Kishan Shukla,GORAKHPUR,79805328.71,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,311,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row311,True
Punjab,Ravneet Singh(17th Lok Sabha),Ravneet Singh,LUDHIANA,98063957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,312,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row312,True
Tripura,Rebati Tripura,Rebati Tripura,TRIPURA EAST(ST),98063957.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,313,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row313,True
Uttar Pradesh,RK Singh Patel(17th Lok Sabha),RK Singh Patel,BANDA,73563957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,314,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row314,True
Madhya Pradesh,Rodmal Nagar,Rodmal Nagar,RAJGARH,74633248.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,315,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row315,True
Tamil Nadu,S Gnanathiraviam(17th Lok Sabha),S Gnanathiraviam,TIRUNELVELI,97588517.0,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,316,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row316,True
Karnataka,S Muniswamy(17th Lok Sabha),S Muniswamy,KOLAR(SC),97998000.0,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,317,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row317,True
Tamil Nadu,S Ramalingam,S Ramalingam,MAYILADUTHURAI,117403090.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,318,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row318,True
Tamil Nadu,S Venkatesan(17th Lok Sabha),S Venkatesan,MADURAI,117663957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,319,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row319,True
Tamil Nadu,S. Jagathrakshakan,S. Jagathrakshakan,ARAKKONAM,94313550.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,320,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row320,True
Tamil Nadu,S.S. Palanimanickam (17th Lok Sabha),S.S. Palanimanickam,THANJAVUR,98063957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,321,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row321,True
Maharashtra,Sadashiv Kisan Lokhande,Sadashiv Kisan Lokhande,SHIRDI(SC),73563957.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,322,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row322,True
Madhya Pradesh,Sadhvi Pragya Singh Thakur (17th Lok Sabha),Sadhvi Pragya Singh Thakur,BHOPAL,75556747.92999999,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,323,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row323,True
Uttar Pradesh,Sangam Lal Gupta(17th Lok Sabha),Sangam Lal Gupta,PRATAPGARH,73563957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,324,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row324,True
Karnataka,Sanganna Amarappa Karadi(17th Lok Sabha),Sanganna Amarappa Karadi,KOPPAL,98063957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,325,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row325,True
Uttar Pradesh,Sangeeta Azad,Sangeeta Azad,LALGANJ (SC),52223874.2,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,326,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row326,True
Uttar Pradesh,Sanghamitra Maurya(17th Lok Sabha),Sanghamitra Maurya,BADAUN,73563957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,327,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row327,True
Haryana,Sanjay Bhatia,Sanjay Bhatia,KARNAL,117663957.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,328,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row328,True
Maharashtra,Sanjay Haribhau Jadhav(17th Lok Sabha),Sanjay Haribhau Jadhav,PARBHANI,98063957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,329,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row329,True
Bihar,Sanjay Jaiswal,Sanjay Jaiswal,PASCHIM CHAMPARAN,117663957.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,330,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row330,True
Telangana,Sanjay Kumar Bandi(17th Lok Sabha),Sanjay Kumar Bandi,KARIMNAGAR,154598302.0,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,331,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row331,True
Maharashtra,Sanjay Sadashivrao Mandlik(17th Lok Sabha),Sanjay Sadashivrao Mandlik,KOLHAPUR,98063957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,332,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row332,True
Jharkhand,Sanjay Seth,Sanjay Seth,RANCHI,48999600.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,333,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row333,True
Maharashtra,Sanjay Shamrao Dhotre(17th Lok Sabha),Sanjay Shamrao Dhotre,AKOLA,73563957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,334,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row334,True
Maharashtra,Sanjay(Kaka) Ramchandra Patil(17th Lok Sabha),Sanjay,SANGLI,120568550.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,335,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row335,True
Uttar Pradesh,Sanjeev Kumar Balyan(17th Lok Sabha),Sanjeev Kumar Balyan,MUZAFFARNAGAR,49063957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,336,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row336,True
Bihar,Santosh Kumar,Santosh Kumar,PURNEA,98063957.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,337,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row337,True
Uttar Pradesh,Santosh Kumar Gangwar(17th Lok Sabha),Santosh Kumar Gangwar,BAREILLY,74535126.79,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,338,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row338,True
Chhattisgarh,Santosh Pandey,Santosh Pandey,RAJNANDGAON,73563957.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,339,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row339,True
Odisha,Saptagiri Sankar Ulaka,Saptagiri Sankar Ulaka,KORAPUT(ST),73563957.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,340,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row340,True
Punjab,Sardar Simranjit Singh Mann (17th Lok Sabha),Sardar Simranjit Singh Mann,SANGRUR,74106491.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,341,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row341,True
Uttar Pradesh,Satya Pal Singh(17TH Lok Sabha),Satya Pal Singh,BAGHPAT,98063957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,342,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row342,True
Uttar Pradesh,Satyadev Pachauri(17th Lok Sabha),Satyadev Pachauri,KANPUR,49796577.15,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,343,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row343,True
West Bengal,Saumitra khan,Saumitra khan,BISHNUPUR(SC),98063957.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,344,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row344,True
Uttar Pradesh,Seyed Tufail Hasan,Seyed Tufail Hasan,MORADABAD,49063957.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,345,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row345,True
Assam,Sh Teli Rameswar,Sh Teli Rameswar,DIBRUGARH,98063957.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,346,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row346,True
Madhya Pradesh,Shankar Lalwani(17th Lok Sabha),Shankar Lalwani,INDORE,73563957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,347,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row347,True
West Bengal,Shatrughan Sinha(17th Lok Sabha),Shatrughan Sinha,ASANSOL,73563957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,348,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row348,True
Karnataka,Shivkumar Chanabasappa Udasi(17th Lok Sabha),Shivkumar Chanabasappa Udasi,HAVERI,98063957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,349,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row349,True
Haryana,Shri Dharambir Singh (17th Lok Sabha),Shri Dharambir Singh,BHIWANI MAHENDRAGARH,49063957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,350,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row350,True
Bihar,Shri Prince Raj (17th Lok Sabha),Shri Prince Raj,SAMASTIPUR(SC),73563957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,351,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row351,True
Nagaland,Shri Tokheho (17th Lok Sabha),Shri Tokheho,NAGALAND,49083445.91,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,352,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row352,True
Assam,Shri Abdul Khaleque (17th Lok Sabha),Shri Abdul Khaleque,BARPETA,98063957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,353,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row353,True
West Bengal,Shri Abhishek Banerjee (17th Lok Sabha),Shri Abhishek Banerjee,DIAMOND HARBOUR,73563957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,354,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row354,True
West Bengal,Shri Abu Hasem Khan Choudhury (17th Lok Sabha),Shri Abu Hasem Khan Choudhury,MALDAHA DAKSHIN,147063957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,355,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row355,True
Uttar Pradesh,Shri Ajay (Teni) Misra (17th Lok Sabha),Shri Ajay,KHERI,49063957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,356,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row356,True
Uttar Pradesh,Shri Akhilesh Yadav (EX17LS),Shri Akhilesh Yadav (EX17LS),AZAMGARH,2098919.19,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,357,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row357,True
Punjab,Shri Amar Singh (17th Lok Sabha),Shri Amar Singh,FATEHGARH SAHIB(SC),73563957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,358,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row358,True
Madhya Pradesh,Shri Anil Firojiya (17th Lok Sabha),Shri Anil Firojiya,UJJAIN(SC),73563957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,359,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row359,True
Jharkhand,Shri Arjun Munda (17th Lok Sabha),Shri Arjun Munda,KHUNTI(ST),73563957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,360,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row360,True
Rajasthan,Shri Arjun Ram Meghwal (17LS)EX,Shri Arjun Ram Meghwal (17LS)EX,BIKANER(SC),73500000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,361,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row361,True
West Bengal,Shri Arjun Singh (17th Lok Sabha),Shri Arjun Singh,BARRACKPUR,98063957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,362,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row362,True
Uttar Pradesh,Shri Arun Kumar Sagar (17th Lok Sabha),Shri Arun Kumar Sagar,SHAHJAHANPUR(SC),73563957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,363,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row363,True
Karnataka,Shri B Y Raghavendra (17th Lok Sabha),Shri B Y Raghavendra,SHIMOGA,98063957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,364,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row364,True
Maharashtra,Shri Balubhau Narayanrao (Alias Suresh) Dhanorkar (17LS),Shri Balubhau Narayanrao (Alias Suresh) Dhanorkar (17LS),CHANDRAPUR,24500000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,365,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row365,True
Kerala,Shri Benny Behanan (17th Lok Sabha),Shri Benny Behanan,CHALAKUDY,82600364.0,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,366,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row366,True
Odisha,Shri Bhartruhari Mahtab (17th Lok Sabha),Shri Bhartruhari Mahtab,CUTTACK,73563957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,367,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row367,True
Jharkhand,Shri Chandra Prakash Choudhary (17th Lok Sabha),Shri Chandra Prakash Choudhary,GIRIDIH,98063957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,368,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row368,True
Odisha,Shri Chandra Sekhar Sahu (17th Lok Sabha),Shri Chandra Sekhar Sahu,BERHAMPUR,73563957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,369,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row369,True
West Bengal,Shri Choudhury Mohan Jatua (17th Lok Sabha),Shri Choudhury Mohan Jatua,MATHURAPUR(SC),73563957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,370,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row370,True
West Bengal,Shri Deepak (Dev) Adhikari (17th Lok Sabha),Shri Deepak,GHATAL,98063957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,371,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row371,True
West Bengal,Shri Dibyendu Adhikari (17th Lok Sabha),Shri Dibyendu Adhikari,TAMLUK,98063957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,372,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row372,True
West Bengal,Shri Dilip Ghosh (17th Lok Sabha),Shri Dilip Ghosh,MEDINIPUR,98063957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,373,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row373,True
Bihar,Shri Dulal Chandra Goswami (17th Lok Sabha),Shri Dulal Chandra Goswami,KATIHAR,49063957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,374,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row374,True
Karnataka,Shri DV Sadananda Gowda (17th Lok Sabha),Shri DV Sadananda Gowda,BANGALORE NORTH,98117835.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,375,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row375,True
Maharashtra,Shri Gajanan Chandrakant Kirtikar (17th Lok Sabha),Shri Gajanan Chandrakant Kirtikar,MUMBAI NORTH WEST,73563957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,376,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row376,True
Karnataka,Shri Gangasandra Siddappa Basavaraj (17th Lok Sabha),Shri Gangasandra Siddappa Basavaraj,TUMKUR,98063957.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,377,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row377,True
Tamil Nadu,Shri Gautham Sigamani Pon (17th Lok Sabha),Shri Gautham Sigamani Pon,KALLAKURICHI,103247085.11,MP_CONSTITUENCY,17th Lok Sabha,HIGH,explicit_suffix_in_mp_name,STAGE1_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,378,STAGE1_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row378,True
