work_id,n_source_rows,source_stage1,source_stage1_5,is_cross_package_duplicate,has_conflict,state,ida,mp_name,mp_name_normalized,constituency,work_category,work_description,recommended_date,recommended_amount,sanction_date,recommendation_term,recommendation_term_confidence,resolution_status,work_raw,work_desc_from_work_field,work_id_unresolved_reason,recommendation_term_evidence,source_package,source_file,source_row_number,source_record_id,unresolved_record_id
WS/MP18222/2025-2026/170544,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,anand yadav ke ghar ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170545,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,lalji maurya ke avas ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170547,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,lakshman maurya ke avas ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170548,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,dharmesh chaurasiya ke makan ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170550,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,ashwani maurya ke avas ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170552,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,riyaz ahmad ke ghar ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170554,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,vikash yadav ke ghar ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170555,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,yuvraj saroj ke ghar ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170607,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,pushpendra yadav ke makan ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170608,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,santosh rajak ke makan ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170609,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,shivshabkar kevat ke makan ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170610,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,adarsh yadav ke ghar ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170611,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,shivshankar chauhan ke ghar ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170612,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,raychand yadav ke ghar ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170613,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,sanjay sharma,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170614,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,pappu gupta ke ghar ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170615,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,rakesh jaiswal ke ghar ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170616,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,ramesh kharwar ke makan ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170617,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,vinod kr pal ke ghar ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170618,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,ravikesh yadav ke ghar ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170619,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,mohd azad ke ghar ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170621,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,bijali yadav ke makan ke pas,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170622,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,shashi kumar singh,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170623,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,bharat saroj ke makan ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170624,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,roshan lal yadav,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170625,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,dhirendra yadav ke ghar ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170626,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,phoolchand pal ke ghar ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170627,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,rakesh yadav ke ghar ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170628,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,nanhelal yadav ke makan ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170629,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,susheel saroj ke ghar ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170630,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,harishankar pal ke ghar ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170631,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,mannu sharma,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170632,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,raysahab yadav ke avas ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170633,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,akhilesh yadav ke ghar ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170634,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,prem kumar ke ghar ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170635,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,rankat yadav ke makan ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170637,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,krishnaprakash yadav,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170638,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,indrajeet maurya ke avas ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170639,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,durgesh yadav,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170640,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,pankaj yadav,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170641,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,anil yadav,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170642,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,om prakash pal ke makan ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170643,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,ajeej raien,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170644,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,ram asre maurya ke avas ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170645,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,mohd raffek ke makan ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170646,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,ajor varma ke makan ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170647,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,ramharsh ke avas ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170648,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,rajaram yadav ke,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170649,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,jitendra yadav ke ghar ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170650,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,rampraasad yadav,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170651,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,abhishek kr varma ke ghar ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170652,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,sherbahadur yadav,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170654,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,avinash patel ke ghar ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170655,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,lalbahadur yadav ke avas ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170656,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,shankar patel ke makan ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170657,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,ram lal verma ke avas ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170659,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,suresh yadav ke makan ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170660,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,mevalal gautam ke ghar ke pass,2025-01-30,20900.0,2025-05-23,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170661,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,jayram saroj ke avas ke pass,2025-01-30,20900.0,2025-05-22,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170664,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,surendra patel ke ghar ke pass,2025-01-30,20900.0,2025-05-22,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170665,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,altaf ke ghar ke pass,2025-01-30,20900.0,2025-05-22,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170667,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,ramakant verma ke ghar ke pass,2025-01-30,20900.0,2025-05-22,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170668,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,rajkishor pal,2025-01-30,20900.0,2025-05-22,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170669,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,durgesh pal,2025-01-30,20900.0,2025-05-22,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170670,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,lalji yadav ke makan ke pass,2025-01-30,20900.0,2025-05-22,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170672,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,pandit suneel yadav,2025-01-30,20900.0,2025-05-22,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170673,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,deenanath yadav ke ghar ke pass,2025-01-30,20900.0,2025-05-22,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170674,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,ajay yadav ke ghar ke pass,2025-01-30,20900.0,2025-05-22,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170676,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,shashikant yadav,2025-01-30,20900.0,2025-05-22,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170678,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,jilajeet yadav ke makan ke pass,2025-01-30,20900.0,2025-05-22,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170679,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,vinay yadav ke makan ke pass,2025-01-30,20900.0,2025-05-22,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170680,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,sujeet kr vishwakarma ke avas ke pass,2025-01-30,20900.0,2025-05-22,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170681,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,rakesh yadav,2025-01-30,20900.0,2025-05-22,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170682,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,shivam saroj ke ghar ke pass,2025-01-30,20900.0,2025-05-22,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170685,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,susheel gaud ke makan ke pass,2025-01-30,20900.0,2025-05-22,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170686,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,santosh yadav,2025-01-30,20900.0,2025-05-22,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP18222/2025-2026/170688,1.0,False,True,False,False,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,Normal/Others,ramesh yadav,2025-01-30,20900.0,2025-05-22,Unknown,UNKNOWN,resolved,,,,,,,,,
