work_id,n_source_rows,source_stage1,source_stage1_5,is_cross_package_duplicate,has_conflict,state,ida,mp_name,mp_name_normalized,constituency,work_category,work_description,recommended_date,recommended_amount,sanction_date,recommendation_term,recommendation_term_confidence,resolution_status,work_raw,work_desc_from_work_field,work_id_unresolved_reason,recommendation_term_evidence,source_package,source_file,source_row_number,source_record_id,unresolved_record_id
WS/MP003/2023-2024/13040,1.0,True,False,False,False,Bihar,ROHTAS(District Planning Officer Rohtas_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,construction of pcc,2023-08-25,387629.0,2024-01-20,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/13043,1.0,True,False,False,False,Bihar,ROHTAS(District Planning Officer Rohtas_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,causeway construction,2023-08-25,297744.0,2024-02-12,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/13045,1.0,True,False,False,False,Bihar,ROHTAS(District Planning Officer Rohtas_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,construction of pcc,2023-08-25,298053.0,2023-12-14,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/13046,1.0,True,False,False,False,Bihar,ROHTAS(District Planning Officer Rohtas_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,construction of pcc,2023-08-25,399175.0,2023-12-14,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/13047,1.0,True,False,False,False,Bihar,ROHTAS(District Planning Officer Rohtas_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,community building,2023-08-25,298187.0,2024-02-12,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/13048,1.0,True,False,False,False,Bihar,ROHTAS(District Planning Officer Rohtas_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,causeway construction,2023-08-25,297271.0,2024-02-12,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/13051,1.0,True,False,False,False,Bihar,ROHTAS(District Planning Officer Rohtas_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,construction of pcc,2023-08-25,298167.0,2023-12-14,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/13052,1.0,True,False,False,False,Bihar,ROHTAS(District Planning Officer Rohtas_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,why build a cremation shed,2023-08-25,387136.0,2024-01-27,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/13053,1.0,True,False,False,False,Bihar,ROHTAS(District Planning Officer Rohtas_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,construction of pcc,2023-08-25,399643.0,2024-01-27,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/13055,1.0,True,False,False,False,Bihar,ROHTAS(District Planning Officer Rohtas_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,construction of pcc,2023-08-25,274388.0,2024-01-20,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/13056,1.0,True,False,False,False,Bihar,ROHTAS(District Planning Officer Rohtas_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,why build a library in the school,2023-08-25,292905.0,2024-02-12,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/13057,1.0,True,False,False,False,Bihar,ROHTAS(District Planning Officer Rohtas_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,why build a shed,2023-08-25,193158.0,2023-12-14,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/13059,1.0,True,False,False,False,Bihar,ROHTAS(District Planning Officer Rohtas_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,construction of pcc,2023-08-25,199007.0,2024-01-20,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/7307,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,installation of 20meter high mast light 250watt led ten arm,2023-08-01,989000.0,2023-09-04,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/7308,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,installation of 20meter high mast light 250watt led ten arm,2023-08-01,989000.0,2023-09-04,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/7309,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,installation of 20meter high mast light 250watt led ten arm,2023-08-01,989000.0,2023-09-04,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/7310,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,installation of 20meter high mast light 250watt led ten arm,2023-08-01,989000.0,2023-09-04,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/7372,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,installation of 20meter high mast light 250watt led ten arm,2023-08-01,989000.0,2023-09-04,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/7373,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,installation of 20meter high mast light 250watt led ten arm,2023-08-01,989000.0,2023-09-04,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/7374,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,installation of 20meter high mast light 250watt led ten arm,2023-08-01,989000.0,2023-09-04,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/7375,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,installation of 20meter high mast light 250watt led ten arm,2023-08-01,989000.0,2023-09-04,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/7376,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,installation of 20meter high mast light 250watt led ten arm,2023-08-01,989000.0,2023-09-04,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/7377,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,installation of 20meter high mast light 250watt led ten arm,2023-08-01,989000.0,2023-09-04,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/7379,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,installation of 20meter high mast light 250watt led ten arm,2023-08-01,989000.0,2023-09-04,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/7380,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,installation of 20meter high mast light 250watt led ten arm,2023-08-01,989000.0,2023-09-04,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/7381,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,installation of 20meter high mast light 250watt led ten arm,2023-08-01,989000.0,2023-09-04,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/7384,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,installation of 20meter high mast light 250watt led ten arm,2023-08-01,989000.0,2023-09-04,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/7385,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,installation of 20meter high mast light 250watt led ten arm,2023-08-01,989000.0,2023-09-04,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/7386,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,installation of 20meter high mast light 250watt led ten arm,2023-08-01,989000.0,2023-09-04,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/7387,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,installation of 20meter high mast light 250watt led ten arm,2023-08-01,989000.0,2023-09-02,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/8486,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,room construction in college,2023-08-08,489030.0,2024-03-03,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/8487,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,construction of pcc,2023-08-08,296246.0,2024-02-26,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/8488,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,construction of pcc,2023-08-08,290355.0,2024-03-03,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/8489,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,construction of pcc,2023-08-08,299305.0,2024-03-03,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/8490,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,construction of pcc,2023-08-08,397719.0,2024-03-03,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/8492,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,construction of community hall,2023-08-08,399680.0,2024-03-03,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/8493,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,construction of pcc,2023-08-08,298384.0,2024-03-03,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/8494,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,construction of community hall,2023-08-08,635335.0,2024-03-03,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/8496,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,construction of pcc,2023-08-08,396017.0,2024-03-03,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/8497,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,construction of pcc,2023-08-08,392620.0,2024-03-03,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/8498,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,construction of library building,2023-08-08,390610.0,2024-03-03,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/8499,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,construction of pcc,2023-08-08,296724.0,2024-03-03,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/8500,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,construction of pcc,2023-08-08,297042.0,2024-03-03,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/8502,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,construction of pcc,2023-08-08,395422.0,2024-02-26,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/8503,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,construction of pcc,2023-08-08,394944.0,2024-03-03,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/8504,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,construction of pcc,2023-08-08,296339.0,2024-03-03,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/8505,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,construction of pcc,2023-08-08,297274.0,2024-03-03,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/8506,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,construction of pcc,2023-08-08,296972.0,2024-03-03,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/8822,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,construction of pcc,2023-08-11,495895.0,2024-02-26,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/8823,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,construction of community hall,2023-08-11,388323.0,2024-02-26,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/8824,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,construction of community hall,2023-08-11,394664.0,2024-02-26,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/8825,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,construction of ghat or pathway in nala,2023-08-11,488853.0,2024-02-26,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/8826,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,wharf shed construction,2023-08-11,395717.0,2024-02-26,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/8827,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,construction of pcc,2023-08-11,296563.0,2024-03-03,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/8830,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,ghat construction in pokhara,2023-08-11,395800.0,2024-03-03,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/8831,1.0,True,False,False,False,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,wharf construction in pond,2023-08-11,395976.0,2024-03-03,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/9487,1.0,True,False,False,False,Bihar,ROHTAS(District Planning Officer Rohtas_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,INSTALLATION OF 20 METER HIGH MAST LIGHT 250 WATT LED TEN ARM,2023-08-14,940000.0,2023-12-18,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/9488,1.0,True,False,False,False,Bihar,ROHTAS(District Planning Officer Rohtas_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,INSTALLATION OF 20 METER HIGH MAST LIGHT 250 WATT LED TEN ARM,2023-08-14,940000.0,2023-12-18,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/9489,1.0,True,False,False,False,Bihar,ROHTAS(District Planning Officer Rohtas_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,INSTALLATION OF 20 METER HIGH MAST LIGHT 250 WATT LED TEN ARM,2023-08-14,940000.0,2023-12-18,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/9490,1.0,True,False,False,False,Bihar,ROHTAS(District Planning Officer Rohtas_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,INSTALLATION OF 20 METER HIGH MAST LIGHT 250 WATT LED TEN ARM,2023-08-14,940000.0,2023-12-18,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/9491,1.0,True,False,False,False,Bihar,ROHTAS(District Planning Officer Rohtas_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,INSTALLATION OF 20 METER HIGH MAST LIGHT 250 WATT LED TEN ARM,2023-08-14,940000.0,2023-12-18,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/9492,1.0,True,False,False,False,Bihar,ROHTAS(District Planning Officer Rohtas_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,INSTALLATION OF 20 METER HIGH MAST LIGHT 250 WATT LED TEN ARM,2023-08-14,940000.0,2023-12-18,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/9493,1.0,True,False,False,False,Bihar,ROHTAS(District Planning Officer Rohtas_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,INSTALLATION OF 20 METER HIGH MAST LIGHT 250 WATT LED TEN ARM,2023-08-14,940000.0,2023-12-18,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/9494,1.0,True,False,False,False,Bihar,ROHTAS(District Planning Officer Rohtas_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,INSTALLATION OF 20 METER HIGH MAST LIGHT 250 WATT LED TEN ARM,2023-08-14,940000.0,2023-12-18,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/9495,1.0,True,False,False,False,Bihar,ROHTAS(District Planning Officer Rohtas_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,INSTALLATION OF 20 METER HIGH MAST LIGHT 250 WATT LED TEN ARM,2023-08-14,940000.0,2023-12-18,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/9496,1.0,True,False,False,False,Bihar,ROHTAS(District Planning Officer Rohtas_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,INSTALLATION OF 20 METER HIGH MAST LIGHT 250 WATT LED TEN ARM,2023-08-14,940000.0,2023-12-18,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/9497,1.0,True,False,False,False,Bihar,ROHTAS(District Planning Officer Rohtas_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,INSTALLATION OF 20 METER HIGH MAST LIGHT 250 WATT LED TEN ARM,2023-08-14,940000.0,2024-01-11,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2023-2024/9498,1.0,True,False,False,False,Bihar,ROHTAS(District Planning Officer Rohtas_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,INSTALLATION OF 20 METER HIGH MAST LIGHT 250 WATT LED TEN ARM,2023-08-14,940000.0,2023-12-18,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2024-2025/13044,1.0,True,False,False,False,Bihar,ROHTAS(District Planning Officer Rohtas_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,construction of pcc,2023-08-25,292725.0,2024-09-17,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2024-2025/9481,1.0,True,False,False,False,Bihar,ROHTAS(District Planning Officer Rohtas_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,construction of bus shed,2023-08-14,1150000.0,2024-11-28,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2024-2025/9482,1.0,True,False,False,False,Bihar,ROHTAS(District Planning Officer Rohtas_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,construction of bus shed,2023-08-14,1150000.0,2024-07-11,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2024-2025/9483,1.0,True,False,False,False,Bihar,ROHTAS(District Planning Officer Rohtas_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,construction of bus shed,2023-08-14,1150000.0,2024-07-11,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2024-2025/9484,1.0,True,False,False,False,Bihar,ROHTAS(District Planning Officer Rohtas_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,construction of bus shed,2023-08-14,1150000.0,2024-07-11,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2024-2025/9485,1.0,True,False,False,False,Bihar,ROHTAS(District Planning Officer Rohtas_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,construction of bus shed,2023-08-14,1150000.0,2024-07-11,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP003/2024-2025/9486,1.0,True,False,False,False,Bihar,ROHTAS(District Planning Officer Rohtas_IDA),Mahabali Singh,Mahabali Singh,KARAKAT,Normal/Others,construction of bus shed,2023-08-14,1150000.0,2024-07-11,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP004/2023-2024/3708,1.0,True,False,False,False,Bihar,PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA),Santosh Kumar,Santosh Kumar,PURNEA,Normal/Others,"Installation Of High Mast Light at Varuneshwar Sthan, Barhara Kothi",2023-07-14,955000.0,2023-08-10,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP004/2023-2024/3710,1.0,True,False,False,False,Bihar,PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA),Santosh Kumar,Santosh Kumar,PURNEA,Normal/Others,"Installation Of High Mast Light near Shiv Mandir, Sanjha Ghat, Rajghat Garail Panchayat, Dhamdaha Block",2023-07-14,955000.0,2023-11-07,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP004/2023-2024/3711,1.0,True,False,False,False,Bihar,PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA),Santosh Kumar,Santosh Kumar,PURNEA,Normal/Others,"Installation Of High Mast Light near Bishanpur Chowk, Bishanpur Panchayat, Dhamdaha Block",2023-07-14,955000.0,2023-10-17,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP004/2023-2024/3712,1.0,True,False,False,False,Bihar,PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA),Santosh Kumar,Santosh Kumar,PURNEA,Normal/Others,"Installation Of High Mast Light near Majgama Hat, Lakhna Panchayat, Kasba Block",2023-07-14,955000.0,2023-10-17,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP004/2023-2024/3713,1.0,True,False,False,False,Bihar,PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA),Santosh Kumar,Santosh Kumar,PURNEA,Normal/Others,"Installation Of High Mast Light near Jagaili Chowk, Srinagar Block",2023-07-14,955000.0,2023-11-07,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP004/2023-2024/3714,1.0,True,False,False,False,Bihar,PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA),Santosh Kumar,Santosh Kumar,PURNEA,Normal/Others,"Installation Of High Mast Light near Up Swastha Kendra, Udaynagar Chowk, Srinagar Block",2023-07-14,955000.0,2023-11-07,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP004/2023-2024/3770,1.0,True,False,False,False,Bihar,PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA),Santosh Kumar,Santosh Kumar,PURNEA,Normal/Others,"Installation of High Mast Light near Gandhi Chowk, Chairya Rahika, Champanagar",2023-07-15,955000.0,2023-11-07,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP004/2023-2024/3771,1.0,True,False,False,False,Bihar,PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA),Santosh Kumar,Santosh Kumar,PURNEA,Normal/Others,"Installation of High Mast Light near singhia Hat, Singhia Panchayat, Srinagar Block",2023-07-15,955000.0,2023-11-07,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP004/2023-2024/3772,1.0,True,False,False,False,Bihar,PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA),Santosh Kumar,Santosh Kumar,PURNEA,Normal/Others,"Installation of High Mast Light near Sarvjanik Durga Sthan, Hridaynagar, Banmankhi Block",2023-07-15,955000.0,2023-09-11,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP004/2023-2024/3773,1.0,True,False,False,False,Bihar,PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA),Santosh Kumar,Santosh Kumar,PURNEA,Normal/Others,"Installation of High Mast Light near Jivachpur Durga Sthan, Ward No 10, Banmankhi Block",2023-07-15,955000.0,2023-10-25,Unknown,UNKNOWN,resolved,,,,,,,,,
WS/MP004/2023-2024/3774,1.0,True,False,False,False,Bihar,PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA),Santosh Kumar,Santosh Kumar,PURNEA,Normal/Others,"Installation of High Mast Light near Mehta Chowk, Ward No 13, Nagar Panchayat Rupauli",2023-07-15,955000.0,2023-08-10,Unknown,UNKNOWN,resolved,,,,,,,,,
